Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR15343713,2022-05-17 10:42:07,2021-08-07 23:16:53,68818,41290800,68818,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343713/SRR15343713.lite.1,SRX11648001,BOL-17_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532057,SAMN20299344,simple,410658,soil metagenome,BOL-17,,,,,,,no,,,,,FIBL,SRA1263784,,public,E637A5C042A35A31E72CAD7C46679EF4,411A7737B0B121BE23C2DD4A6F293A78
SRR15343738,2022-05-17 10:42:06,2021-08-07 23:17:02,55020,33012000,55020,600,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15343/SRR15343738/SRR15343738.lite.1,SRX11647976,BOL-18_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532058,SAMN20299345,simple,410658,soil metagenome,BOL-18,,,,,,,no,,,,,FIBL,SRA1263784,,public,5D889D97B31C73BDE43D596DB788AF1E,FFF2F53C8D352A3A59672201699995D2
SRR15343739,2022-05-17 10:42:06,2021-08-07 23:17:04,55996,33597600,55996,600,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15343/SRR15343739/SRR15343739.lite.1,SRX11647975,BOL-19_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532059,SAMN20299346,simple,410658,soil metagenome,BOL-19,,,,,,,no,,,,,FIBL,SRA1263784,,public,5BAF4687013934ED2E92C62EDF1B7614,69916F634E40587B1C8B628A199D93C0
SRR15343740,2022-05-17 10:42:06,2021-08-07 23:17:05,66530,39918000,66530,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343740/SRR15343740.lite.1,SRX11647974,BOL-20_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532060,SAMN20299347,simple,410658,soil metagenome,BOL-20,,,,,,,no,,,,,FIBL,SRA1263784,,public,83F21DAE896DCFC8F94EFF1068626496,DEF5ABFD7A8650620B1372F58BF84397
SRR15343714,2022-05-17 10:42:07,2021-08-07 23:16:53,69188,41512800,69188,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15343/SRR15343714/SRR15343714.lite.1,SRX11648000,BOL-22_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532063,SAMN20299349,simple,410658,soil metagenome,BOL-22,,,,,,,no,,,,,FIBL,SRA1263784,,public,2E71DE09A754BCDA4C6347CA75639CB6,FD02672A222617B3000E10E77332B9CB
SRR15343715,2022-05-17 10:42:07,2021-08-07 23:17:08,56648,33988800,56648,600,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343715/SRR15343715.lite.1,SRX11647999,BOL-23_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532064,SAMN20299350,simple,410658,soil metagenome,BOL-23,,,,,,,no,,,,,FIBL,SRA1263784,,public,D647DA6D002F2FA6CEEDA58B51659C6F,CC5BC264B00AC008C9426C521DAAE501
SRR15343716,2022-05-17 10:42:07,2021-08-07 23:17:02,75006,45003600,75006,600,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343716/SRR15343716.lite.1,SRX11647998,BOL-24_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532065,SAMN20299351,simple,410658,soil metagenome,BOL-24,,,,,,,no,,,,,FIBL,SRA1263784,,public,6D375D1965C8BFA8399392CE74B4EEF8,BBFD29EEA53A870DDED0277D33BFEB65
SRR15343741,2022-05-17 10:42:06,2021-08-07 23:17:09,65898,39538800,65898,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343741/SRR15343741.lite.1,SRX11647973,BOL-25_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532066,SAMN20299352,simple,410658,soil metagenome,BOL-25,,,,,,,no,,,,,FIBL,SRA1263784,,public,247172345F0A6E6CBA5275A0D560B4B6,21421683F5C3616E912EF1A3E7DC2765
SRR15343742,2022-05-17 10:42:06,2021-08-07 23:17:12,68558,41134800,68558,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343742/SRR15343742.lite.1,SRX11647972,BOL-26_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532067,SAMN20299353,simple,410658,soil metagenome,BOL-26,,,,,,,no,,,,,FIBL,SRA1263784,,public,A7B3BF951A180A77A00172475E86A6D6,D991CE2F7FE16125FF9B9E188B273D5A
SRR15343743,2022-05-17 10:42:06,2021-08-07 23:17:10,59935,35961000,59935,600,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15343/SRR15343743/SRR15343743.lite.1,SRX11647971,BOL-27_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532068,SAMN20299354,simple,410658,soil metagenome,BOL-27,,,,,,,no,,,,,FIBL,SRA1263784,,public,3F8B6B8BEDFF48AF31F5A8F07F8A87E7,E05F00D28BF0798313B921422EB67287
SRR15343717,2022-05-17 10:42:07,2021-08-07 23:16:44,44175,26505000,44175,600,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15343/SRR15343717/SRR15343717.lite.1,SRX11647997,BOL-28_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532069,SAMN20299355,simple,410658,soil metagenome,BOL-28,,,,,,,no,,,,,FIBL,SRA1263784,,public,AC493B9FD8EE232B9616F901E7592F11,0688CE6B05DDFAFDCED31EE302B7162D
SRR15343718,2022-05-17 10:42:06,2021-08-07 23:17:02,46414,27848400,46414,600,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15343/SRR15343718/SRR15343718.lite.1,SRX11647996,BOL-29_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532070,SAMN20299356,simple,410658,soil metagenome,BOL-29,,,,,,,no,,,,,FIBL,SRA1263784,,public,F9715C2F9BFD3FC322CEC852AADFE7A6,3BEFCCFD4A7FACA83A17135AF238931E
SRR15343719,2022-05-17 10:42:06,2021-08-07 23:17:13,64698,38818800,64698,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15343/SRR15343719/SRR15343719.lite.1,SRX11647995,BOL-31_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532073,SAMN20299358,simple,410658,soil metagenome,BOL-31,,,,,,,no,,,,,FIBL,SRA1263784,,public,4E196BE3401F09126BDFD5E14906A16B,CE8C90D79C6C394E9A1A64E4328A644D
SRR15343721,2022-05-17 10:42:06,2021-08-07 23:16:56,63572,38143200,63572,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343721/SRR15343721.lite.1,SRX11647993,BOL-32_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532074,SAMN20299359,simple,410658,soil metagenome,BOL-32,,,,,,,no,,,,,FIBL,SRA1263784,,public,53C6D5CD7AB0833363CB7E0DD1BC194A,246EE1A98CD775F62E794B8963F668C5
SRR15343722,2022-05-17 10:42:06,2021-08-07 23:16:58,45662,27397200,45662,600,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343722/SRR15343722.lite.1,SRX11647992,BOL-33_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532075,SAMN20299360,simple,410658,soil metagenome,BOL-33,,,,,,,no,,,,,FIBL,SRA1263784,,public,6FCF373C74470F6D06D0C146DEE7EB1C,EDC529B67A7E32F271B8CB1D445F9354
SRR15343723,2022-05-17 10:42:06,2021-08-07 23:16:55,58837,35302200,58837,600,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343723/SRR15343723.lite.1,SRX11647991,BOL-34_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532076,SAMN20299361,simple,410658,soil metagenome,BOL-34,,,,,,,no,,,,,FIBL,SRA1263784,,public,9BDC44D522D57C54DFAE98B4109DDFF0,F10FF11CE890B7E3AEADF9CD2C3C71FB
SRR15343724,2022-05-17 10:42:06,2021-08-07 23:16:52,68204,40922400,68204,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343724/SRR15343724.lite.1,SRX11647990,BOL-35_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532077,SAMN20299362,simple,410658,soil metagenome,BOL-35,,,,,,,no,,,,,FIBL,SRA1263784,,public,2C71D98B4B73954B2B98E6E85FCB1EB3,33408271349658B44F9D184ADA6AB573
SRR15343744,2022-05-17 10:42:06,2021-08-07 23:17:03,65533,39319800,65533,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343744/SRR15343744.lite.1,SRX11647970,BOL-36_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532078,SAMN20299363,simple,410658,soil metagenome,BOL-36,,,,,,,no,,,,,FIBL,SRA1263784,,public,4984B522A224297F011C27D18516B5E5,051ED133873DA5CE8D3B8827C379F2DC
SRR15343745,2022-05-17 10:42:06,2021-08-07 23:17:05,66519,39911400,66519,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15343/SRR15343745/SRR15343745.lite.1,SRX11647969,BOL-37_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532079,SAMN20299364,simple,410658,soil metagenome,BOL-37,,,,,,,no,,,,,FIBL,SRA1263784,,public,3780BEB04596EFC0534810F0A6F7716B,011736C4367D6F669652F96D2E50919A
SRR15343746,2022-05-17 10:42:06,2021-08-07 23:17:11,91064,54638400,91064,600,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15343/SRR15343746/SRR15343746.lite.1,SRX11647968,BOL-38_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532080,SAMN20299365,simple,410658,soil metagenome,BOL-38,,,,,,,no,,,,,FIBL,SRA1263784,,public,3DA523C19093BFA9BAE4CE231367EAFA,5B5412D36639A0C797A28725881328AD
SRR15343747,2022-05-17 10:42:06,2021-08-07 23:17:12,65875,39525000,65875,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343747/SRR15343747.lite.1,SRX11647967,BOL-39_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532081,SAMN20299366,simple,410658,soil metagenome,BOL-39,,,,,,,no,,,,,FIBL,SRA1263784,,public,6013737476864600587B65F9A02BDCFC,9678E95D861632B293012CF2772CC490
SRR15343748,2022-05-17 10:42:06,2021-08-07 23:17:17,76706,46023600,76706,600,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343748/SRR15343748.lite.1,SRX11647966,BOL-40_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532082,SAMN20299367,simple,410658,soil metagenome,BOL-40,,,,,,,no,,,,,FIBL,SRA1263784,,public,971D51D91C2062FF44D28A86440728E1,4C6EBDBDAC5CE3A0DFEE17000C3403B2
SRR15343749,2022-05-17 10:42:06,2021-08-07 23:17:17,71662,42997200,71662,600,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343749/SRR15343749.lite.1,SRX11647965,BOL-41_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532084,SAMN20299368,simple,410658,soil metagenome,BOL-41,,,,,,,no,,,,,FIBL,SRA1263784,,public,1D3989DD20633F1866836402B993FBDA,05665AF0B2739289DB690346BB808B8C
SRR15343726,2022-05-17 10:42:06,2021-08-07 23:17:22,61164,36698400,61164,600,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343726/SRR15343726.lite.1,SRX11647988,BOL-42_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532085,SAMN20299369,simple,410658,soil metagenome,BOL-42,,,,,,,no,,,,,FIBL,SRA1263784,,public,76B162C11D8752346FC162ECAA361B65,63A5BBED956C3CF4C469547F0CAADB19
SRR15343727,2022-05-17 10:42:06,2021-08-07 23:16:54,60932,36559200,60932,600,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15343/SRR15343727/SRR15343727.lite.1,SRX11647987,BOL-43_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532086,SAMN20299370,simple,410658,soil metagenome,BOL-43,,,,,,,no,,,,,FIBL,SRA1263784,,public,01AF55D6D7645DC10A8845CBDC71E9BA,77C9CB379A658B35DF0096D199AB143E
SRR15343728,2022-05-17 10:42:06,2021-08-07 23:17:01,62576,37545600,62576,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343728/SRR15343728.lite.1,SRX11647986,BOL-44_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532087,SAMN20299371,simple,410658,soil metagenome,BOL-44,,,,,,,no,,,,,FIBL,SRA1263784,,public,4B9FE54EB3E78A6250E2280DE60476C2,0E0554D3E420BB20232A1F85EFEFE737
SRR15343750,2022-05-17 10:42:06,2021-08-07 23:17:20,75265,45159000,75265,600,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15343/SRR15343750/SRR15343750.lite.1,SRX11647964,BOL-45_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532088,SAMN20299372,simple,410658,soil metagenome,BOL-45,,,,,,,no,,,,,FIBL,SRA1263784,,public,35029E8B11018C321DA7EAACD6DFDCB8,339A8FD6D74A688C7C7A261B632EC73C
SRR15343751,2022-05-17 10:42:06,2021-08-07 23:17:34,63328,37996800,63328,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343751/SRR15343751.lite.1,SRX11647963,BOL-46_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532089,SAMN20299373,simple,410658,soil metagenome,BOL-46,,,,,,,no,,,,,FIBL,SRA1263784,,public,D75B92BA652E9353F122764645DECD2B,E3A5B96FF9B69CDBEECD083082A0857E
SRR15343752,2022-05-17 10:42:06,2021-08-07 23:17:22,41992,25195200,41992,600,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15343/SRR15343752/SRR15343752.lite.1,SRX11647962,BOL-47_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532090,SAMN20299374,simple,410658,soil metagenome,BOL-47,,,,,,,no,,,,,FIBL,SRA1263784,,public,3391BD017B44F7D5DD4793E4B1A0563E,FF72A8ADCD8EE1E7ECD0C076954E9D22
SRR15343753,2022-05-17 10:42:06,2021-08-07 23:17:24,67556,40533600,67556,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343753/SRR15343753.lite.1,SRX11647961,BOL-48_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532091,SAMN20299375,simple,410658,soil metagenome,BOL-48,,,,,,,no,,,,,FIBL,SRA1263784,,public,E12B7F79E14547C9B7E2F3F84B636FE8,54B75226A5BD1086E9B9C170340870B5
SRR15343754,2022-05-17 10:42:06,2021-08-07 23:17:18,63173,37903800,63173,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343754/SRR15343754.lite.1,SRX11647960,BOL-49_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532092,SAMN20299376,simple,410658,soil metagenome,BOL-49,,,,,,,no,,,,,FIBL,SRA1263784,,public,2A4FE36FFB7EDCB3A363E2AB2689CC0A,30245439FBCE8EAF440526560F97C2AE
SRR15343755,2022-05-17 10:42:06,2021-08-07 23:17:24,71996,43197600,71996,600,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343755/SRR15343755.lite.1,SRX11647959,BOL-50_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532093,SAMN20299377,simple,410658,soil metagenome,BOL-50,,,,,,,no,,,,,FIBL,SRA1263784,,public,7AE408D5BFE46EA82A00FB554A733D91,087DD9DCC8E5D21B5EAFAF2D2C501ACF
SRR15343756,2022-05-17 10:42:06,2021-08-07 23:17:19,58601,35160600,58601,600,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15343/SRR15343756/SRR15343756.lite.1,SRX11647958,BOL-51_16S,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP328874,PRJNA747886,,747886,SRS9532095,SAMN20299378,simple,410658,soil metagenome,BOL-51,,,,,,,no,,,,,FIBL,SRA1263784,,public,E87DE0AF4C1EF17D2C8E82F3A982BC39,DE03D633DDC9344A562A35D33C87CF67
